Al,Mg,Si,Zn,liquidus,eq_liquidus
0.71,0.06,0.06,,837.7449565118725,"{'FCC_A1#1': 5.844091443752684e-17, 'LIQUID#1': 1.0}"
0.71,0.06,0.07,,837.4067246764536,{'LIQUID#1': 1.0}
0.71,0.06,0.08,,840.9691225215357,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.0632414509321995e-16}"
0.71,0.06,0.09,,843.6917621326996,{'LIQUID#1': 1.0}
0.71,0.07,0.01,,854.9612895127225,{'LIQUID#1': 1.0}
0.71,0.07,0.02,,851.3530257760756,"{'FCC_A1#1': 8.083819804600447e-17, 'LIQUID#1': 1.0}"
0.71,0.07,0.03,,847.6869353377512,{'LIQUID#1': 1.0}
0.71,0.07,0.04,,843.9601052650136,{'LIQUID#1': 1.0}
0.71,0.07,0.05,,842.7293658200272,{'LIQUID#1': 1.0}
0.71,0.07,0.06,,849.3577387452219,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 3.914730089956893e-17}"
0.71,0.07,0.07,,854.4288001582603,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.0959600086746786e-16}"
0.71,0.07,0.08,,858.3548547145259,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.269461488978951e-16}"
0.71,0.07,0.09,,861.405706304683,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.019622848011052e-16}"
0.71,0.08,0.01,,851.6026311627242,"{'FCC_A1#1': 1.7529423966943968e-16, 'LIQUID#1': 1.0}"
0.71,0.08,0.02,,848.382518038827,"{'FCC_A1#1': 5.924108245083297e-16, 'LIQUID#1': 0.9999999999999999}"
0.71,0.08,0.03,,845.091274173969,"{'FCC_A1#1': 1.711305777870839e-16, 'LIQUID#1': 1.0}"
0.71,0.08,0.04,,847.3970482738381,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.382289674031166e-16}"
0.71,0.08,0.05,,856.7677709625714,{'LIQUID#1': 1.0}
0.71,0.08,0.06,,863.832277391022,{'LIQUID#1': 1.0}
0.71,0.08,0.07,,869.287101196885,{'LIQUID#1': 1.0000000000000002}
0.71,0.08,0.08,,873.5565165031616,{'LIQUID#1': 1.0000000000000002}
0.71,0.08,0.09,,876.9183966877406,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.5561921239096895e-15}"
0.71,0.09,0.01,,848.145113365408,"{'FCC_A1#1': 1.9648246051974906e-16, 'LIQUID#1': 1.0}"
0.71,0.09,0.02,,845.3083467551588,{'LIQUID#1': 1.0}
0.71,0.09,0.03,,845.7612797883056,{'LIQUID#1': 1.0}
0.71,0.09,0.04,,859.281855619761,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.559835356379029e-16}"
0.71,0.09,0.05,,869.1297043430947,{'LIQUID#1': 0.9999999999999999}
0.71,0.09,0.06,,876.6065295226307,{'LIQUID#1': 1.0}
0.71,0.09,0.07,,882.4259383509351,{'LIQUID#1': 1.0}
0.71,0.09,0.08,,887.0228941883236,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 5.963578758039524e-16}"
0.71,0.09,0.09,,890.6824920241147,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.265971313711341e-16}"
0.72,0.01,0.01,,874.9249612026562,{'LIQUID#1': 1.0}
0.72,0.01,0.02,,869.0240408173801,"{'FCC_A1#1': 3.522576513125655e-16, 'LIQUID#1': 1.0}"
0.72,0.01,0.03,,863.148785786638,"{'FCC_A1#1': 1.4944084148112167e-16, 'LIQUID#1': 0.9999999999999999}"
0.72,0.01,0.04,,857.2918807349129,{'LIQUID#1': 0.9999999999999999}
0.72,0.01,0.05,,851.4470990261723,"{'FCC_A1#1': 5.891265957923221e-16, 'LIQUID#1': 1.0}"
0.72,0.01,0.06,,845.6092085683555,{'LIQUID#1': 0.9999999999999999}
0.72,0.01,0.07,,839.7738855638985,"{'FCC_A1#1': 2.7707552848181655e-16, 'LIQUID#1': 1.0}"
0.72,0.01,0.08,,833.9376351337442,"{'FCC_A1#1': 3.9768001343216013e-16, 'LIQUID#1': 1.0}"
0.72,0.01,0.09,,828.0977177543867,{'LIQUID#1': 1.0}
0.72,0.02,0.01,,872.1663292136283,"{'FCC_A1#1': 1.609003547083458e-16, 'LIQUID#1': 1.0}"
0.72,0.02,0.02,,866.6604290864423,{'LIQUID#1': 1.0}
0.72,0.02,0.03,,861.1656202847691,{'LIQUID#1': 1.0}
0.72,0.02,0.04,,855.6755859714835,"{'FCC_A1#1': 4.2487741626806263e-16, 'LIQUID#1': 1.0}"
0.72,0.02,0.05,,850.1850723338999,{'LIQUID#1': 1.0}
0.72,0.02,0.06,,844.6897870929182,{'LIQUID#1': 0.9999999999999999}
0.72,0.02,0.07,,839.1863074870215,{'LIQUID#1': 0.9999999999999999}
0.72,0.02,0.08,,833.6719963575364,"{'FCC_A1#1': 3.823003678369659e-16, 'LIQUID#1': 1.0}"
0.72,0.02,0.09,,828.1449252179382,{'LIQUID#1': 1.0}
0.72,0.03,0.01,,869.3105375601131,"{'FCC_A1#1': 6.213779319410966e-17, 'LIQUID#1': 1.0}"
0.72,0.03,0.02,,864.1998106191967,"{'FCC_A1#1': 4.564128299119183e-16, 'LIQUID#1': 1.0}"
0.72,0.03,0.03,,859.0856592165933,"{'FCC_A1#1': 2.587821680810451e-16, 'LIQUID#1': 1.0}"
0.72,0.03,0.04,,853.9626543136513,"{'FCC_A1#1': 5.889688353694552e-16, 'LIQUID#1': 1.0}"
0.72,0.03,0.05,,848.8264163076384,{'LIQUID#1': 1.0}
0.72,0.03,0.06,,843.6735052749444,"{'FCC_A1#1': 2.0357440211457777e-16, 'LIQUID#1': 1.0}"
0.72,0.03,0.07,,838.5013223836843,"{'FCC_A1#1': 9.642927407196983e-18, 'LIQUID#1': 1.0}"
0.72,0.03,0.08,,833.3080208795012,{'LIQUID#1': 1.0}
0.72,0.03,0.09,,828.0924252318189,{'LIQUID#1': 0.9999999999999999}
0.72,0.04,0.01,,866.3552504623941,{'LIQUID#1': 1.0}
0.72,0.04,0.02,,861.6388432870835,{'LIQUID#1': 1.0}
0.72,0.04,0.03,,856.9046410737689,{'LIQUID#1': 0.9999999999999999}
0.72,0.04,0.04,,852.148001014087,{'LIQUID#1': 1.0}
0.72,0.04,0.05,,847.3653269644133,"{'FCC_A1#1': 9.823853574476425e-17, 'LIQUID#1': 1.0}"
0.72,0.04,0.06,,842.5539505412829,{'LIQUID#1': 1.0}
0.72,0.04,0.07,,837.7120252793352,{'LIQUID#1': 1.0}
0.72,0.04,0.08,,832.8384318942174,{'LIQUID#1': 1.0}
0.72,0.04,0.09,,827.9326931168999,{'LIQUID#1': 0.9999999999999998}
0.72,0.05,0.01,,863.2995740294358,{'LIQUID#1': 0.9999999999999999}
0.72,0.05,0.02,,858.9757308340032,{'LIQUID#1': 1.0}
0.72,0.05,0.03,,854.6199426265295,{'LIQUID#1': 0.9999999999999999}
0.72,0.05,0.04,,850.2282588906046,"{'FCC_A1#1': 5.429973990048894e-16, 'LIQUID#1': 1.0}"
0.72,0.05,0.05,,845.7977827536776,{'LIQUID#1': 1.0}
0.72,0.05,0.06,,841.3265421194475,"{'FCC_A1#1': 2.021298445166117e-16, 'LIQUID#1': 1.0}"
0.72,0.05,0.07,,836.8133758937495,{'LIQUID#1': 0.9999999999999998}
0.72,0.05,0.08,,832.2578330274151,{'LIQUID#1': 1.0}
0.72,0.05,0.09,,827.6600824953894,"{'FCC_A1#1': 1.181005504068366e-16, 'LIQUID#1': 1.0}"
0.72,0.06,0.01,,860.1437462937599,{'LIQUID#1': 1.0}
0.72,0.06,0.02,,856.2098992102196,"{'FCC_A1#1': 1.1045555559431763e-15, 'LIQUID#1': 1.0}"
0.72,0.06,0.03,,852.2302430853438,"{'FCC_A1#1': 2.910335540766565e-17, 'LIQUID#1': 1.0}"
0.72,0.06,0.04,,848.2014322048635,"{'FCC_A1#1': 1.2866761947076893e-16, 'LIQUID#1': 0.9999999999999998}"
0.72,0.06,0.05,,844.1211903126664,"{'FCC_A1#1': 5.274059416094231e-16, 'LIQUID#1': 1.0}"
0.72,0.06,0.06,,839.9881710201151,{'LIQUID#1': 0.9999999999999999}
0.72,0.06,0.07,,837.6126058178588,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 3.806682771528289e-16}"
0.72,0.06,0.08,,841.2131943051264,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.9579879370489033e-16}"
0.72,0.06,0.09,,843.9766318236861,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.135773405298448e-16}"
0.72,0.07,0.01,,856.8888939041442,{'LIQUID#1': 1.0}
0.72,0.07,0.02,,853.3417422338491,"{'FCC_A1#1': 2.818520635214223e-16, 'LIQUID#1': 1.0}"
0.72,0.07,0.03,,849.7352601936644,"{'FCC_A1#1': 1.3946216261947348e-16, 'LIQUID#1': 1.0}"
0.72,0.07,0.04,,846.0666248086526,"{'FCC_A1#1': 5.796741209241185e-16, 'LIQUID#1': 1.0}"
0.72,0.07,0.05,,842.7638315414823,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0557943913367826e-16}"
0.72,0.07,0.06,,849.4192139164799,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.801735053251043e-16}"
0.72,0.07,0.07,,854.5221362717682,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.692445210506178e-16}"
0.72,0.07,0.08,,858.4836520669635,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.596257713059211e-16}"
0.72,0.07,0.09,,861.5727499488828,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 9.90166658977958e-16}"
0.72,0.08,0.01,,853.5368404274012,"{'FCC_A1#1': 2.036223200936798e-16, 'LIQUID#1': 1.0}"
0.72,0.08,0.02,,850.3724209012383,{'LIQUID#1': 1.0}
0.72,0.08,0.03,,847.135541775639,{'LIQUID#1': 0.9999999999999999}
0.72,0.08,0.04,,847.3191449609556,{'LIQUID#1': 1.0}
0.72,0.08,0.05,,856.7065039495294,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.5189436669156678e-16}"
0.72,0.08,0.06,,863.7948418725362,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.3247092742969476e-16}"
0.72,0.08,0.07,,869.2785848060003,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.678859101665914e-16}"
0.72,0.08,0.08,,873.5807119533473,{'LIQUID#1': 1.0}
0.72,0.08,0.09,,876.978252898334,{'LIQUID#1': 1.0}
0.72,0.09,0.01,,850.0899549520753,"{'FCC_A1#1': 3.891062518433425e-16, 'LIQUID#1': 1.0000000000000002}"
0.72,0.09,0.02,,847.3037045094876,{'LIQUID#1': 1.0}
0.72,0.09,0.03,,845.5984381918195,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 8.724099791203701e-16}"
0.72,0.09,0.04,,859.1208996291067,{'LIQUID#1': 0.9999999999999999}
0.72,0.09,0.05,,868.9819788868301,{'LIQUID#1': 1.0}
0.72,0.09,0.06,,876.4794911582616,{'LIQUID#1': 1.0}
0.72,0.09,0.07,,882.3248860225888,{'LIQUID#1': 1.0}
0.72,0.09,0.08,,886.9517994392404,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 2.2411439722959872e-15}"
0.72,0.09,0.09,,890.6444520229655,{'LIQUID#1': 1.0000000000000002}
0.73,0.01,0.01,,876.9054448671509,"{'FCC_A1#1': 4.54493787194675e-16, 'LIQUID#1': 1.0}"
0.73,0.01,0.02,,871.1004574428529,"{'FCC_A1#1': 1.038493271151434e-16, 'LIQUID#1': 1.0}"
0.73,0.01,0.03,,865.3185414640872,"{'FCC_A1#1': 7.964440836827741e-17, 'LIQUID#1': 1.0}"
0.73,0.01,0.04,,859.5525450277416,{'LIQUID#1': 1.0000000000000002}
0.73,0.01,0.05,,853.7963899717788,{'LIQUID#1': 1.0}
0.73,0.01,0.06,,848.0449784723033,{'LIQUID#1': 1.0}
0.73,0.01,0.07,,842.2941074498619,{'LIQUID#1': 1.0}
0.73,0.01,0.08,,836.5403896670483,{'LIQUID#1': 0.9999999999999999}
0.73,0.01,0.09,,830.7811805794764,"{'FCC_A1#1': 3.9495614158618956e-16, 'LIQUID#1': 1.0}"
0.73,0.02,0.01,,874.1225820570121,"{'FCC_A1#1': 4.689002573792825e-17, 'LIQUID#1': 1.0}"
0.73,0.02,0.02,,868.7059646693532,"{'FCC_A1#1': 3.1277522112938874e-16, 'LIQUID#1': 1.0}"
0.73,0.02,0.03,,863.2980684761148,{'LIQUID#1': 0.9999999999999999}
0.73,0.02,0.04,,857.8927184680488,{'LIQUID#1': 1.0}
0.73,0.02,0.05,,852.4847883291658,"{'FCC_A1#1': 1.740980459763764e-16, 'LIQUID#1': 1.0}"
0.73,0.02,0.06,,847.0700999041015,"{'FCC_A1#1': 1.939427612702961e-16, 'LIQUID#1': 1.0}"
0.73,0.02,0.07,,841.6453319583209,"{'FCC_A1#1': 1.1806618699113273e-16, 'LIQUID#1': 1.0}"
0.73,0.02,0.08,,836.2079369179476,"{'FCC_A1#1': 3.6278379854979835e-16, 'LIQUID#1': 1.0}"
0.73,0.02,0.09,,830.7560644503169,{'LIQUID#1': 1.0}
0.73,0.03,0.01,,871.2485067102839,{'LIQUID#1': 0.9999999999999999}
0.73,0.03,0.02,,866.2206044177505,{'LIQUID#1': 1.0}
0.73,0.03,0.03,,861.1871281308727,{'LIQUID#1': 1.0}
0.73,0.03,0.04,,856.1427728715047,{'LIQUID#1': 1.0000000000000002}
0.73,0.03,0.05,,851.0832690554204,"{'FCC_A1#1': 2.6300378493602377e-16, 'LIQUID#1': 1.0}"
0.73,0.03,0.06,,846.005273895252,{'LIQUID#1': 0.9999999999999999}
0.73,0.03,0.07,,840.9062737693024,"{'FCC_A1#1': 3.076156218195394e-16, 'LIQUID#1': 1.0}"
0.73,0.03,0.08,,835.7844959887716,"{'FCC_A1#1': 7.103945792976163e-16, 'LIQUID#1': 1.0}"
0.73,0.03,0.09,,830.6388286727714,{'LIQUID#1': 0.9999999999999999}
0.73,0.04,0.01,,868.280571540508,{'LIQUID#1': 0.9999999999999999}
0.73,0.04,0.02,,863.6407383115074,{'LIQUID#1': 1.0}
0.73,0.04,0.03,,858.9811753260484,"{'FCC_A1#1': 8.930348564993633e-17, 'LIQUID#1': 1.0}"
0.73,0.04,0.04,,854.2973492733239,"{'FCC_A1#1': 4.711725217353019e-16, 'LIQUID#1': 0.9999999999999999}"
0.73,0.04,0.05,,849.5857595115234,{'LIQUID#1': 0.9999999999999998}
0.73,0.04,0.06,,844.8438205201036,{'LIQUID#1': 1.0}
0.73,0.04,0.07,,840.0697571857233,{'LIQUID#1': 1.0}
0.73,0.04,0.08,,835.2625110401309,{'LIQUID#1': 0.9999999999999999}
0.73,0.04,0.09,,830.421655872408,{'LIQUID#1': 1.0}
0.73,0.05,0.01,,865.2175437069773,"{'FCC_A1#1': 1.8429240909983902e-16, 'LIQUID#1': 1.0}"
0.73,0.05,0.02,,860.9642417561604,{'LIQUID#1': 0.9999999999999999}
0.73,0.05,0.03,,856.6772668749088,"{'FCC_A1#1': 6.536784799197124e-16, 'LIQUID#1': 1.0}"
0.73,0.05,0.04,,852.3527662616065,{'LIQUID#1': 1.0}
0.73,0.05,0.05,,847.9879265920348,{'LIQUID#1': 1.0}
0.73,0.05,0.06,,843.5808467378404,"{'FCC_A1#1': 3.1730416818069307e-16, 'LIQUID#1': 0.9999999999999999}"
0.73,0.05,0.07,,839.1304252829245,"{'FCC_A1#1': 6.061264270709221e-16, 'LIQUID#1': 1.0}"
0.73,0.05,0.08,,834.6362606702561,"{'FCC_A1#1': 8.478033735156838e-16, 'LIQUID#1': 1.0000000000000002}"
0.73,0.05,0.09,,830.098562131315,"{'FCC_A1#1': 7.724867081249711e-16, 'LIQUID#1': 1.0000000000000002}"
0.73,0.06,0.01,,862.0593109356425,"{'FCC_A1#1': 1.7333876122557726e-16, 'LIQUID#1': 1.0}"
0.73,0.06,0.02,,858.1901974180112,{'LIQUID#1': 1.0}
0.73,0.06,0.03,,854.2737439842797,{'LIQUID#1': 1.0}
0.73,0.06,0.04,,850.3066932617893,{'LIQUID#1': 1.0}
0.73,0.06,0.05,,846.2868428716191,"{'FCC_A1#1': 1.860653509904797e-16, 'LIQUID#1': 1.0}"
0.73,0.06,0.06,,842.2129075812861,"{'FCC_A1#1': 2.9703194033753037e-16, 'LIQUID#1': 1.0}"
0.73,0.06,0.07,,838.0843984646214,"{'FCC_A1#1': 3.2360928239118865e-16, 'LIQUID#1': 1.0}"
0.73,0.06,0.08,,841.4623806248669,{'LIQUID#1': 1.0}
0.73,0.06,0.09,,844.2651545485195,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.535642277065265e-16}"
0.73,0.07,0.01,,858.8066497005206,"{'FCC_A1#1': 1.5095896610082946e-16, 'LIQUID#1': 1.0}"
0.73,0.07,0.02,,855.3186526590217,{'LIQUID#1': 1.0}
0.73,0.07,0.03,,851.7699809329101,"{'FCC_A1#1': 7.251993875349617e-16, 'LIQUID#1': 1.0}"
0.73,0.07,0.04,,848.1578920443457,"{'FCC_A1#1': 3.6151170949596804e-17, 'LIQUID#1': 1.0}"
0.73,0.07,0.05,,844.4807225642526,"{'FCC_A1#1': 1.9398766853126965e-16, 'LIQUID#1': 1.0}"
0.73,0.07,0.06,,849.4908249009782,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.349389613127435e-17}"
0.73,0.07,0.07,,854.6243055241758,{'LIQUID#1': 1.0}
0.73,0.07,0.08,,858.6199288407848,{'LIQUID#1': 1.0}
0.73,0.07,0.09,,861.7458781368717,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.045345954914075e-16}"
0.73,0.08,0.01,,855.4610376418848,{'LIQUID#1': 1.0}
0.73,0.08,0.02,,852.3504268135429,"{'FCC_A1#1': 2.140466094269161e-16, 'LIQUID#1': 1.0}"
0.73,0.08,0.03,,849.1661852256668,"{'FCC_A1#1': 3.6259871056628957e-16, 'LIQUID#1': 0.9999999999999999}"
0.73,0.08,0.04,,847.2555371880601,{'LIQUID#1': 1.0}
0.73,0.08,0.05,,856.658478625032,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0888895479285617e-16}"
0.73,0.08,0.06,,863.7694888835996,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.741929525470344e-16}"
0.73,0.08,0.07,,869.2809169742404,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.8752172880240543e-16}"
0.73,0.08,0.08,,873.6144722789826,{'LIQUID#1': 1.0}
0.73,0.08,0.09,,877.0463455028564,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 6.739050459806375e-16}"
0.73,0.09,0.01,,852.0245135008072,"{'FCC_A1#1': 1.3528133657520365e-16, 'LIQUID#1': 1.0}"
0.73,0.09,0.02,,849.2869576683484,{'LIQUID#1': 1.0}
0.73,0.09,0.03,,846.4632379452615,"{'FCC_A1#1': 2.2688147124491015e-16, 'LIQUID#1': 1.0}"
0.73,0.09,0.04,,858.9757978724411,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.792314616478873e-16}"
0.73,0.09,0.05,,868.8491251041969,{'LIQUID#1': 0.9999999999999998}
0.73,0.09,0.06,,876.3662377162142,{'LIQUID#1': 1.0}
0.73,0.09,0.07,,882.2364557537181,{'LIQUID#1': 0.9999999999999999}
0.73,0.09,0.08,,886.8921085932598,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.762877662987988e-16}"
0.73,0.09,0.09,,890.6165555280343,{'LIQUID#1': 0.9999999999999999}
0.74,0.01,0.01,,878.8737408547862,{'LIQUID#1': 0.9999999999999999}
0.74,0.01,0.02,,873.1622080557266,"{'FCC_A1#1': 7.841014150029726e-17, 'LIQUID#1': 1.0}"
0.74,0.01,0.03,,867.4713216789526,"{'FCC_A1#1': 1.1904562357248367e-16, 'LIQUID#1': 1.0}"
0.74,0.01,0.04,,861.7940848972726,"{'FCC_A1#1': 1.0757589740568738e-16, 'LIQUID#1': 1.0}"
0.74,0.01,0.05,,856.1245597389234,"{'FCC_A1#1': 4.9261191480374156e-17, 'LIQUID#1': 1.0}"
0.74,0.01,0.06,,850.4577744692325,"{'FCC_A1#1': 2.398491366327832e-16, 'LIQUID#1': 1.0}"
0.74,0.01,0.07,,844.7896386496618,{'LIQUID#1': 1.0}
0.74,0.01,0.08,,839.1168647557994,{'LIQUID#1': 1.0}
0.74,0.01,0.09,,833.436895480787,{'LIQUID#1': 1.0}
0.74,0.02,0.01,,876.0675614670319,"{'FCC_A1#1': 2.6939992666228e-16, 'LIQUID#1': 1.0}"
0.74,0.02,0.02,,870.7378661937973,"{'FCC_A1#1': 3.8672406390688403e-16, 'LIQUID#1': 1.0}"
0.74,0.02,0.03,,865.4146862076406,{'LIQUID#1': 1.0}
0.74,0.02,0.04,,860.0919803694455,{'LIQUID#1': 1.0}
0.74,0.02,0.05,,854.7647419803878,"{'FCC_A1#1': 1.7923478471333848e-16, 'LIQUID#1': 1.0000000000000002}"
0.74,0.02,0.06,,849.4288992296515,{'LIQUID#1': 1.0}
0.74,0.02,0.07,,844.0812247627396,"{'FCC_A1#1': 3.981946319402489e-16, 'LIQUID#1': 1.0}"
0.74,0.02,0.08,,838.7192531058228,"{'FCC_A1#1': 9.628056458013639e-17, 'LIQUID#1': 1.0}"
0.74,0.02,0.09,,833.3412048540557,{'LIQUID#1': 0.9999999999999999}
0.74,0.03,0.01,,873.1758818080712,"{'FCC_A1#1': 2.8350487221442124e-16, 'LIQUID#1': 1.0}"
0.74,0.03,0.02,,868.2285538410634,"{'FCC_A1#1': 1.3372603215118506e-16, 'LIQUID#1': 1.0}"
0.74,0.03,0.03,,863.2736626699597,"{'FCC_A1#1': 1.4078359394753842e-16, 'LIQUID#1': 1.0}"
0.74,0.03,0.04,,858.3060195581628,{'LIQUID#1': 1.0}
0.74,0.03,0.05,,853.3214572504988,{'LIQUID#1': 1.0}
0.74,0.03,0.06,,848.316722552466,"{'FCC_A1#1': 3.2511162605371625e-16, 'LIQUID#1': 1.0}"
0.74,0.03,0.07,,843.289379684627,{'LIQUID#1': 1.0}
0.74,0.03,0.08,,838.2377228795427,{'LIQUID#1': 1.0}
0.74,0.03,0.09,,833.1606969627989,{'LIQUID#1': 1.0}
0.74,0.04,0.01,,870.1957669887346,"{'FCC_A1#1': 1.8420430677750067e-16, 'LIQUID#1': 1.0}"
0.74,0.04,0.02,,865.6303599690552,"{'FCC_A1#1': 2.4505838226139795e-16, 'LIQUID#1': 1.0}"
0.74,0.04,0.03,,861.043445471703,{'LIQUID#1': 1.0}
0.74,0.04,0.04,,856.4305918692198,"{'FCC_A1#1': 3.003506988483811e-16, 'LIQUID#1': 1.0}"
0.74,0.04,0.05,,851.7883863942749,"{'FCC_A1#1': 3.885813064937509e-16, 'LIQUID#1': 1.0}"
0.74,0.04,0.06,,847.1143189723564,{'LIQUID#1': 1.0}
0.74,0.04,0.07,,842.4066786470283,"{'FCC_A1#1': 1.832814285737947e-16, 'LIQUID#1': 1.0}"
0.74,0.04,0.08,,837.6644607884671,"{'FCC_A1#1': 2.8915247778041435e-19, 'LIQUID#1': 1.0}"
0.74,0.04,0.09,,832.8872835552867,"{'FCC_A1#1': 1.3723036604580177e-16, 'LIQUID#1': 1.0}"
0.74,0.05,0.01,,867.12566903923,{'LIQUID#1': 1.0}
0.74,0.05,0.02,,862.9408552314685,{'LIQUID#1': 1.0}
0.74,0.05,0.03,,858.7207948200557,{'LIQUID#1': 1.0}
0.74,0.05,0.04,,854.4617248028281,{'LIQUID#1': 1.0}
0.74,0.05,0.05,,850.1609077607382,"{'FCC_A1#1': 2.140152925558321e-16, 'LIQUID#1': 1.0}"
0.74,0.05,0.06,,845.8165061263485,{'LIQUID#1': 0.9999999999999999}
0.74,0.05,0.07,,841.4274710324972,{'LIQUID#1': 1.0000000000000002}
0.74,0.05,0.08,,836.9934435597717,{'LIQUID#1': 1.0}
0.74,0.05,0.09,,832.5146666112913,{'LIQUID#1': 1.0}
0.74,0.06,0.01,,863.965148032646,"{'FCC_A1#1': 7.032540913637649e-17, 'LIQUID#1': 1.0}"
0.74,0.06,0.02,,860.1588016290925,{'LIQUID#1': 1.0}
0.74,0.06,0.03,,856.3037364961975,{'LIQUID#1': 1.0}
0.74,0.06,0.04,,852.396775533601,{'LIQUID#1': 0.9999999999999999}
0.74,0.06,0.05,,848.4357824561417,{'LIQUID#1': 1.0}
0.74,0.06,0.06,,844.4195257458862,{'LIQUID#1': 1.0}
0.74,0.06,0.07,,840.3475592633063,"{'FCC_A1#1': 2.1861001871500898e-16, 'LIQUID#1': 1.0}"
0.74,0.06,0.08,,841.716343638132,{'LIQUID#1': 1.0000000000000002}
0.74,0.06,0.09,,844.5570460579187,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.8228675556037813e-16}"
0.74,0.07,0.01,,860.714650049852,{'LIQUID#1': 0.9999999999999999}
0.74,0.07,0.02,,857.2839212239901,"{'FCC_A1#1': 5.864693757729635e-16, 'LIQUID#1': 1.0}"
0.74,0.07,0.03,,853.7913225879836,"{'FCC_A1#1': 3.7715485277688696e-16, 'LIQUID#1': 0.9999999999999999}"
0.74,0.07,0.04,,850.2341850917255,"{'FCC_A1#1': 6.609656304563355e-16, 'LIQUID#1': 1.0}"
0.74,0.07,0.05,,846.6109035665513,{'LIQUID#1': 1.0}
0.74,0.07,0.06,,849.572077777241,{'LIQUID#1': 0.9999999999999999}
0.74,0.07,0.07,,854.7348635994975,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 3.7441471899491103e-17}"
0.74,0.07,0.08,,858.7632895600462,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 3.892392918007246e-17}"
0.74,0.07,0.09,,861.9247454613186,{'LIQUID#1': 0.9999999999999998}
0.74,0.08,0.01,,857.3753299867387,{'LIQUID#1': 0.9999999999999998}
0.74,0.08,0.02,,854.3167111933036,"{'FCC_A1#1': 2.6760104002828713e-16, 'LIQUID#1': 1.0}"
0.74,0.08,0.03,,851.1834398960136,{'LIQUID#1': 0.9999999999999999}
0.74,0.08,0.04,,847.9732813688947,"{'FCC_A1#1': 3.665268352694173e-17, 'LIQUID#1': 1.0}"
0.74,0.08,0.05,,856.6231138213025,{'LIQUID#1': 1.0000000000000002}
0.74,0.08,0.06,,863.7556831596252,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.074828741837422e-15}"
0.74,0.08,0.07,,869.2936123214185,{'LIQUID#1': 1.0}
0.74,0.08,0.08,,873.6573565765437,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.713963939886166e-16}"
0.74,0.08,0.09,,877.1222819776378,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 5.312803387618032e-16}"
0.74,0.09,0.01,,853.9489099972617,"{'FCC_A1#1': 4.858092723533774e-16, 'LIQUID#1': 1.0}"
0.74,0.09,0.02,,851.2582954896988,"{'FCC_A1#1': 2.267769579810586e-16, 'LIQUID#1': 0.9999999999999999}"
0.74,0.09,0.03,,848.4806559385211,"{'FCC_A1#1': 4.788296771848128e-16, 'LIQUID#1': 1.0}"
0.74,0.09,0.04,,858.8458965131629,"{'LIQUID#1': 1.0000000000000002, 'MG2SI#1': 4.729551663573474e-16}"
0.74,0.09,0.05,,868.7305331623661,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0287415229710408e-15}"
0.74,0.09,0.06,,876.2662005596377,{'LIQUID#1': 0.9999999999999999}
0.74,0.09,0.07,,882.1601233713914,{'LIQUID#1': 0.9999999999999999}
0.74,0.09,0.08,,886.8433426521403,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.1641018688503856e-16}"
