Al,Mg,Si,Zn,liquidus,eq_liquidus
0.68,0.04,0.01,,858.5509564027444,{'LIQUID#1': 1.0}
0.68,0.04,0.02,,853.5052759813666,{'LIQUID#1': 1.0}
0.68,0.04,0.03,,848.451281032482,"{'FCC_A1#1': 3.1355606101682384e-16, 'LIQUID#1': 1.0}"
0.68,0.04,0.04,,843.383803789247,"{'FCC_A1#1': 6.162957928413634e-16, 'LIQUID#1': 1.0}"
0.68,0.04,0.05,,838.2987811811093,"{'FCC_A1#1': 2.311757626685375e-17, 'LIQUID#1': 0.9999999999999999}"
0.68,0.04,0.06,,833.1931303563128,"{'FCC_A1#1': 4.551658840285359e-16, 'LIQUID#1': 1.0}"
0.68,0.04,0.07,,828.0646385171816,"{'FCC_A1#1': 2.323307803647251e-16, 'LIQUID#1': 1.0}"
0.68,0.04,0.08,,822.9118646112137,"{'FCC_A1#1': 3.115660690192357e-16, 'LIQUID#1': 1.0000000000000002}"
0.68,0.04,0.09,,817.7340511508844,"{'FCC_A1#1': 3.952345261207773e-16, 'LIQUID#1': 1.0}"
0.68,0.05,0.01,,855.5275017125624,{'LIQUID#1': 1.0}
0.68,0.05,0.02,,850.8994965845325,{'LIQUID#1': 1.0}
0.68,0.05,0.03,,846.2481707382269,{'LIQUID#1': 1.0}
0.68,0.05,0.04,,841.5690945722362,"{'FCC_A1#1': 4.0357563615908495e-16, 'LIQUID#1': 1.0}"
0.68,0.05,0.05,,836.858951331379,"{'FCC_A1#1': 3.5210185227319017e-16, 'LIQUID#1': 1.0}"
0.68,0.05,0.06,,832.1154020047798,"{'FCC_A1#1': 1.6033606603964383e-16, 'LIQUID#1': 0.9999999999999999}"
0.68,0.05,0.07,,827.3369663904621,"{'FCC_A1#1': 2.033151184165085e-16, 'LIQUID#1': 1.0}"
0.68,0.05,0.08,,822.5229178966988,"{'FCC_A1#1': 2.700378812197753e-16, 'LIQUID#1': 1.0}"
0.68,0.05,0.09,,821.8638964106121,{'LIQUID#1': 1.0}
0.68,0.06,0.01,,852.3823583580893,{'LIQUID#1': 1.0}
0.68,0.06,0.02,,848.1684742318075,"{'FCC_A1#1': 5.984857095156069e-17, 'LIQUID#1': 1.0}"
0.68,0.06,0.03,,843.9165953191631,"{'FCC_A1#1': 2.3118700409407644e-16, 'LIQUID#1': 1.0}"
0.68,0.06,0.04,,839.6229316133929,{'LIQUID#1': 1.0}
0.68,0.06,0.05,,835.2848241464279,"{'FCC_A1#1': 3.0899075227705206e-16, 'LIQUID#1': 1.0}"
0.68,0.06,0.06,,832.2828517318062,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 7.973996552943308e-16}"
0.68,0.06,0.07,,836.8324952452973,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.072477518813324e-17}"
0.68,0.06,0.08,,840.2712191094856,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.513088846553052e-16}"
0.68,0.06,0.09,,842.8621283909752,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.0497640031855346e-16}"
0.68,0.07,0.01,,849.1182899175863,"{'FCC_A1#1': 1.1184161225194818e-16, 'LIQUID#1': 0.9999999999999998}"
0.68,0.07,0.02,,845.3142236270627,"{'FCC_A1#1': 4.078931688495182e-17, 'LIQUID#1': 1.0}"
0.68,0.07,0.03,,841.4578822469504,{'LIQUID#1': 1.0}
0.68,0.07,0.04,,837.5460238857933,"{'FCC_A1#1': 1.406934765544832e-16, 'LIQUID#1': 1.0}"
0.68,0.07,0.05,,842.6999526781143,{'LIQUID#1': 1.0}
0.68,0.07,0.06,,849.2393956108968,{'LIQUID#1': 1.0}
0.68,0.07,0.07,,854.2065325289582,{'LIQUID#1': 0.9999999999999999}
0.68,0.07,0.08,,858.0175374119957,{'LIQUID#1': 1.0}
0.68,0.07,0.09,,860.9447452610964,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.457646105103103e-17}"
0.68,0.08,0.01,,845.7387080947038,"{'FCC_A1#1': 5.024968221145869e-16, 'LIQUID#1': 1.0}"
0.68,0.08,0.02,,842.3394872905494,"{'FCC_A1#1': 2.4128872823014274e-16, 'LIQUID#1': 1.0}"
0.68,0.08,0.03,,838.8741573617856,"{'FCC_A1#1': 5.186200069034462e-16, 'LIQUID#1': 1.0}"
0.68,0.08,0.04,,847.7231827423851,{'LIQUID#1': 1.0}
0.68,0.08,0.05,,857.0372030603899,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0292484296433878e-16}"
0.68,0.08,0.06,,864.0227744872456,{'LIQUID#1': 1.0}
0.68,0.08,0.07,,869.3829481741726,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.514897891776103e-17}"
0.68,0.08,0.08,,873.5459988293392,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.2875266170133975e-15}"
0.68,0.08,0.09,,876.7924252384106,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.6560504178841249e-15}"
0.68,0.09,0.01,,842.2475029680558,"{'FCC_A1#1': 7.834957341543625e-17, 'LIQUID#1': 1.0}"
0.68,0.09,0.02,,839.2475549473997,{'LIQUID#1': 1.0}
0.68,0.09,0.03,,846.3571844493846,"{'LIQUID#1': 1.0, 'MG2SI#1': 9.224507697242857e-16}"
0.68,0.09,0.04,,859.8667892441945,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.7940542361610464e-16}"
0.68,0.09,0.05,,869.6686168845571,{'LIQUID#1': 1.0}
0.68,0.09,0.06,,877.0763898182687,{'LIQUID#1': 1.0}
0.68,0.09,0.07,,882.8103889531196,"{'LIQUID#1': 1.0, 'MG2SI#1': 5.988038655665433e-16}"
0.68,0.09,0.08,,887.3096843284668,{'LIQUID#1': 1.0}
0.68,0.09,0.09,,890.8620730052623,{'LIQUID#1': 1.0000000000000002}
0.69,0.01,0.01,,868.9090527769758,{'LIQUID#1': 1.0}
0.69,0.01,0.02,,862.7046561809916,{'LIQUID#1': 1.0}
0.69,0.01,0.03,,856.5348078006286,"{'FCC_A1#1': 6.394036888032456e-17, 'LIQUID#1': 1.0}"
0.69,0.01,0.04,,850.3916494632095,{'LIQUID#1': 1.0}
0.69,0.01,0.05,,844.2684561175652,"{'FCC_A1#1': 4.263886407645941e-16, 'LIQUID#1': 0.9999999999999999}"
0.69,0.01,0.06,,838.1595396570489,{'LIQUID#1': 1.0}
0.69,0.01,0.07,,832.0601608971563,"{'FCC_A1#1': 2.294087872658665e-16, 'LIQUID#1': 1.0}"
0.69,0.01,0.08,,825.9664498688136,"{'FCC_A1#1': 7.678485197299144e-16, 'LIQUID#1': 1.0}"
0.69,0.01,0.09,,829.1722053524104,"{'DIAMOND_A4#1': 1.3124710906488245e-16, 'LIQUID#1': 1.0}"
0.69,0.02,0.01,,866.228851999457,"{'FCC_A1#1': 1.0762771522430983e-16, 'LIQUID#1': 1.0}"
0.69,0.02,0.02,,860.44015337787,"{'FCC_A1#1': 1.6928877439165304e-16, 'LIQUID#1': 1.0}"
0.69,0.02,0.03,,854.6707299702309,{'LIQUID#1': 1.0}
0.69,0.02,0.04,,848.9137874200899,"{'FCC_A1#1': 1.5811535801013519e-16, 'LIQUID#1': 1.0}"
0.69,0.02,0.05,,843.1636381577255,{'LIQUID#1': 1.0}
0.69,0.02,0.06,,837.4155965592072,"{'FCC_A1#1': 5.875186838987683e-16, 'LIQUID#1': 1.0}"
0.69,0.02,0.07,,831.6658850494068,{'LIQUID#1': 1.0}
0.69,0.02,0.08,,825.911548337681,{'LIQUID#1': 1.0}
0.69,0.02,0.09,,820.1503752006004,{'LIQUID#1': 1.0}
0.69,0.03,0.01,,863.4321386293818,"{'FCC_A1#1': 5.807494432240336e-16, 'LIQUID#1': 1.0}"
0.69,0.03,0.02,,858.0586720730822,{'LIQUID#1': 1.0000000000000002}
0.69,0.03,0.03,,852.6892775620832,"{'FCC_A1#1': 2.797909873188104e-16, 'LIQUID#1': 1.0}"
0.69,0.03,0.04,,847.3181029285532,"{'FCC_A1#1': 1.0554151835998333e-16, 'LIQUID#1': 1.0}"
0.69,0.03,0.05,,841.9403882105869,"{'FCC_A1#1': 9.658919925312711e-17, 'LIQUID#1': 1.0}"
0.69,0.03,0.06,,836.5523525791863,{'LIQUID#1': 1.0}
0.69,0.03,0.07,,831.1510930234937,"{'FCC_A1#1': 1.1807350286014956e-16, 'LIQUID#1': 1.0}"
0.69,0.03,0.08,,825.7344931409506,{'LIQUID#1': 1.0}
0.69,0.03,0.09,,820.3011404552611,"{'FCC_A1#1': 5.043158837299029e-16, 'LIQUID#1': 0.9999999999999999}"
0.69,0.04,0.01,,860.517676126971,{'LIQUID#1': 1.0}
0.69,0.04,0.02,,855.5579166886737,{'LIQUID#1': 0.9999999999999998}
0.69,0.04,0.03,,850.5871931979425,"{'FCC_A1#1': 3.5121667904337756e-17, 'LIQUID#1': 1.0}"
0.69,0.04,0.04,,845.6004831846293,"{'FCC_A1#1': 1.345061511623219e-16, 'LIQUID#1': 1.0}"
0.69,0.04,0.05,,840.5938539498518,{'LIQUID#1': 0.9999999999999998}
0.69,0.04,0.06,,835.5643396348646,"{'FCC_A1#1': 3.312127701196565e-16, 'LIQUID#1': 1.0000000000000002}"
0.69,0.04,0.07,,830.5098320851629,{'LIQUID#1': 1.0}
0.69,0.04,0.08,,825.4289834036962,{'LIQUID#1': 0.9999999999999999}
0.69,0.04,0.09,,820.3211184911826,"{'FCC_A1#1': 2.327351183106514e-16, 'LIQUID#1': 1.0}"
0.69,0.05,0.01,,857.4857447656701,"{'FCC_A1#1': 3.3669851135369044e-16, 'LIQUID#1': 1.0}"
0.69,0.05,0.02,,852.9372320838361,"{'FCC_A1#1': 2.544625253691766e-16, 'LIQUID#1': 1.0}"
0.69,0.05,0.03,,848.3629678255628,{'LIQUID#1': 1.0}
0.69,0.05,0.04,,843.7586563468153,"{'FCC_A1#1': 3.243478305825935e-18, 'LIQUID#1': 1.0}"
0.69,0.05,0.05,,839.1210996688201,{'LIQUID#1': 1.0}
0.69,0.05,0.06,,834.4480639141389,{'LIQUID#1': 0.9999999999999999}
0.69,0.05,0.07,,829.7381616585698,"{'FCC_A1#1': 3.158000829587928e-16, 'LIQUID#1': 0.9999999999999999}"
0.69,0.05,0.08,,824.9907477763628,{'LIQUID#1': 0.9999999999999999}
0.69,0.05,0.09,,822.2749378733199,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.3705776787254413e-16}"
0.69,0.06,0.01,,854.337782631829,{'LIQUID#1': 1.0}
0.69,0.06,0.02,,850.197222917528,"{'FCC_A1#1': 1.0587602118192002e-16, 'LIQUID#1': 1.0}"
0.69,0.06,0.03,,846.0164432039511,"{'FCC_A1#1': 4.521024693992227e-16, 'LIQUID#1': 0.9999999999999999}"
0.69,0.06,0.04,,841.791779400452,{'LIQUID#1': 1.0}
0.69,0.06,0.05,,837.5206823075259,{'LIQUID#1': 1.0}
0.69,0.06,0.06,,833.2015726416194,"{'FCC_A1#1': 4.98694449579527e-16, 'LIQUID#1': 1.0}"
0.69,0.06,0.07,,837.0162311603989,{'LIQUID#1': 0.9999999999999998}
0.69,0.06,0.08,,840.4977552894615,{'LIQUID#1': 0.9999999999999999}
0.69,0.06,0.09,,843.1341897956587,"{'LIQUID#1': 0.9999999999999998, 'MG2SI#1': 4.0108501434261358e-19}"
0.69,0.07,0.01,,851.0761070047647,"{'FCC_A1#1': 1.208565875003332e-16, 'LIQUID#1': 1.0}"
0.69,0.07,0.02,,847.339460938582,"{'FCC_A1#1': 7.845868326035847e-16, 'LIQUID#1': 0.9999999999999999}"
0.69,0.07,0.03,,843.54850650877,{'LIQUID#1': 1.0}
0.69,0.07,0.04,,839.7001220604664,{'LIQUID#1': 1.0}
0.69,0.07,0.05,,842.6968230502852,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.72136008743999e-16}"
0.69,0.07,0.06,,849.2672799535989,{'LIQUID#1': 1.0}
0.69,0.07,0.07,,854.270503011593,{'LIQUID#1': 1.0}
0.69,0.07,0.08,,858.1213570695498,"{'LIQUID#1': 1.0, 'MG2SI#1': 9.607405023640712e-16}"
0.69,0.07,0.09,,861.0913205283949,{'LIQUID#1': 0.9999999999999999}
0.69,0.08,0.01,,847.7036989804409,{'LIQUID#1': 0.9999999999999999}
0.69,0.08,0.02,,844.3662589133851,"{'FCC_A1#1': 1.3379570146463937e-16, 'LIQUID#1': 1.0}"
0.69,0.08,0.03,,840.9608544361629,"{'FCC_A1#1': 7.746632450947044e-18, 'LIQUID#1': 0.9999999999999999}"
0.69,0.08,0.04,,847.5983743618208,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 3.56375687322186e-16}"
0.69,0.08,0.05,,856.9324767558211,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.811718054780759e-16}"
0.69,0.08,0.06,,863.9456508733421,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0747712203902878e-17}"
0.69,0.08,0.07,,869.3387424959816,"{'LIQUID#1': 1.0, 'MG2SI#1': 4.042162109605399e-16}"
0.69,0.08,0.08,,873.5386710678129,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 8.138768983840171e-16}"
0.69,0.08,0.09,,876.8250473356461,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.4029859387523696e-15}"
0.69,0.09,0.01,,844.2240367741305,{'LIQUID#1': 0.9999999999999999}
0.69,0.09,0.02,,841.2804955222877,"{'FCC_A1#1': 5.298501568468977e-17, 'LIQUID#1': 0.9999999999999999}"
0.69,0.09,0.03,,846.1398875657578,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 5.233075589018456e-16}"
0.69,0.09,0.04,,859.6540784489648,"{'LIQUID#1': 1.0, 'MG2SI#1': 6.094329314220906e-16}"
0.69,0.09,0.05,,869.4723493637862,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.3494143764094352e-16}"
0.69,0.09,0.06,,876.9043519574806,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.0185390397415547e-16}"
0.69,0.09,0.07,,882.6681115125358,{'LIQUID#1': 0.9999999999999999}
0.69,0.09,0.08,,887.2013080807229,{'LIQUID#1': 1.0}
0.69,0.09,0.09,,890.7908240634486,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.4708636197963528e-16}"
0.7,0.01,0.01,,870.9269048908607,{'LIQUID#1': 1.0}
0.7,0.01,0.02,,864.8263638004642,"{'FCC_A1#1': 2.0831775537239933e-16, 'LIQUID#1': 1.0}"
0.7,0.01,0.03,,858.7572168199231,"{'FCC_A1#1': 2.614089820496782e-16, 'LIQUID#1': 1.0}"
0.7,0.01,0.04,,852.711795970779,{'LIQUID#1': 1.0}
0.7,0.01,0.05,,846.683551630132,{'LIQUID#1': 1.0}
0.7,0.01,0.06,,840.6669569608603,"{'FCC_A1#1': 2.1301324167211044e-16, 'LIQUID#1': 0.9999999999999999}"
0.7,0.01,0.07,,834.6574208587407,{'LIQUID#1': 1.0}
0.7,0.01,0.08,,828.6512069736824,{'LIQUID#1': 0.9999999999999999}
0.7,0.01,0.09,,826.5004693938452,"{'DIAMOND_A4#1': 3.52601830098716e-16, 'LIQUID#1': 1.0}"
0.7,0.02,0.01,,868.2195787687398,"{'FCC_A1#1': 3.808685364865676e-17, 'LIQUID#1': 1.0}"
0.7,0.02,0.02,,862.5277193894173,"{'FCC_A1#1': 4.26623644395649e-16, 'LIQUID#1': 1.0}"
0.7,0.02,0.03,,856.8522189350668,{'LIQUID#1': 0.9999999999999999}
0.7,0.02,0.04,,851.1864515577527,"{'FCC_A1#1': 5.259667789201175e-16, 'LIQUID#1': 1.0}"
0.7,0.02,0.05,,845.5248832109693,{'LIQUID#1': 1.0000000000000002}
0.7,0.02,0.06,,839.8629683970714,{'LIQUID#1': 1.0}
0.7,0.02,0.07,,834.1970564661236,"{'FCC_A1#1': 1.811708656730044e-16, 'LIQUID#1': 1.0}"
0.7,0.02,0.08,,828.524307024604,"{'FCC_A1#1': 6.795158431453047e-17, 'LIQUID#1': 1.0}"
0.7,0.02,0.09,,822.8426115798353,"{'FCC_A1#1': 1.6891643965530964e-19, 'LIQUID#1': 1.0}"
0.7,0.03,0.01,,865.4024532967613,"{'FCC_A1#1': 7.246087141878807e-17, 'LIQUID#1': 1.0}"
0.7,0.03,0.02,,860.1190230150543,"{'FCC_A1#1': 1.0191357907350193e-16, 'LIQUID#1': 1.0}"
0.7,0.03,0.03,,854.8369823420239,"{'FCC_A1#1': 3.900524856411962e-16, 'LIQUID#1': 1.0}"
0.7,0.03,0.04,,849.550629046123,{'LIQUID#1': 1.0}
0.7,0.03,0.05,,844.2553387833618,{'LIQUID#1': 1.0}
0.7,0.03,0.06,,838.9474530084427,"{'FCC_A1#1': 7.021762463878519e-16, 'LIQUID#1': 1.0}"
0.7,0.03,0.07,,833.6241786830345,{'LIQUID#1': 1.0}
0.7,0.03,0.08,,828.283497641047,"{'FCC_A1#1': 1.2848322144956113e-16, 'LIQUID#1': 1.0}"
0.7,0.03,0.09,,822.9240845407634,{'LIQUID#1': 1.0}
0.7,0.04,0.01,,862.4738958907752,"{'FCC_A1#1': 3.8846047489299404e-16, 'LIQUID#1': 1.0}"
0.7,0.04,0.02,,857.5976023749503,"{'FCC_A1#1': 1.5471968471034609e-16, 'LIQUID#1': 1.0}"
0.7,0.04,0.03,,852.7078878354838,{'LIQUID#1': 1.0}
0.7,0.04,0.04,,847.7998653295891,{'LIQUID#1': 1.0}
0.7,0.04,0.05,,842.8697231253024,{'LIQUID#1': 1.0}
0.7,0.04,0.06,,837.9146031250118,{'LIQUID#1': 0.9999999999999999}
0.7,0.04,0.07,,832.9324927933275,"{'FCC_A1#1': 5.312024041259422e-16, 'LIQUID#1': 1.0}"
0.7,0.04,0.08,,827.922128606134,"{'FCC_A1#1': 4.5286578025808986e-17, 'LIQUID#1': 1.0}"
0.7,0.04,0.09,,822.8829092875425,{'LIQUID#1': 1.0}
0.7,0.05,0.01,,859.433767923419,"{'FCC_A1#1': 1.7847997566798972e-17, 'LIQUID#1': 1.0}"
0.7,0.05,0.02,,854.9623943923115,"{'FCC_A1#1': 9.673983143044035e-17, 'LIQUID#1': 1.0}"
0.7,0.05,0.03,,850.4630277591816,{'LIQUID#1': 1.0000000000000002}
0.7,0.05,0.04,,845.931496556464,"{'FCC_A1#1': 2.247769125819616e-16, 'LIQUID#1': 1.0}"
0.7,0.05,0.05,,841.3647120485783,{'LIQUID#1': 1.0}
0.7,0.05,0.06,,836.760536233033,"{'FCC_A1#1': 7.116340362497261e-16, 'LIQUID#1': 1.0}"
0.7,0.05,0.07,,832.117665477523,{'LIQUID#1': 0.9999999999999999}
0.7,0.05,0.08,,827.4355274033013,"{'FCC_A1#1': 6.106680429734026e-16, 'LIQUID#1': 1.0}"
0.7,0.05,0.09,,822.7141890517744,{'LIQUID#1': 1.0}
0.7,0.06,0.01,,856.2830812112287,{'LIQUID#1': 1.0}
0.7,0.06,0.02,,852.2135846343427,"{'FCC_A1#1': 2.5798310314197396e-16, 'LIQUID#1': 1.0}"
0.7,0.06,0.03,,848.1018302338703,"{'FCC_A1#1': 7.986843907482638e-17, 'LIQUID#1': 1.0}"
0.7,0.06,0.04,,843.9442694312016,"{'FCC_A1#1': 1.4343927205893584e-16, 'LIQUID#1': 1.0}"
0.7,0.06,0.05,,839.7384530531386,"{'FCC_A1#1': 3.1206767036168236e-16, 'LIQUID#1': 1.0}"
0.7,0.06,0.06,,835.4828881660724,{'LIQUID#1': 1.0}
0.7,0.06,0.07,,837.2077903825223,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.102882912739607e-17}"
0.7,0.06,0.08,,840.7305192286854,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.164704140596017e-15}"
0.7,0.06,0.09,,843.4108438239142,{'LIQUID#1': 1.0}
0.7,0.07,0.01,,853.0237317979894,"{'FCC_A1#1': 1.7563889327724775e-16, 'LIQUID#1': 1.0}"
0.7,0.07,0.02,,849.3523277200263,"{'FCC_A1#1': 2.2945366688517866e-16, 'LIQUID#1': 1.0}"
0.7,0.07,0.03,,845.6247683323373,{'LIQUID#1': 1.0}
0.7,0.07,0.04,,841.8380405799855,{'LIQUID#1': 1.0}
0.7,0.07,0.05,,842.7068328234711,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.653764175700009e-16}"
0.7,0.07,0.06,,849.3069147845611,{'LIQUID#1': 1.0}
0.7,0.07,0.07,,854.3447610358878,{'LIQUID#1': 1.0}
0.7,0.07,0.08,,858.2339461156027,{'LIQUID#1': 1.0}
0.7,0.07,0.09,,861.2451049618129,"{'LIQUID#1': 1.0, 'MG2SI#1': 8.688157057585093e-16}"
0.7,0.08,0.01,,849.6582928269906,"{'FCC_A1#1': 7.64549034031017e-17, 'LIQUID#1': 1.0}"
0.7,0.08,0.02,,846.380531295561,"{'FCC_A1#1': 2.5601051167810037e-16, 'LIQUID#1': 0.9999999999999999}"
0.7,0.08,0.03,,843.0331331619266,"{'FCC_A1#1': 6.249044721594114e-16, 'LIQUID#1': 1.0}"
0.7,0.08,0.04,,847.4898985347168,{'LIQUID#1': 0.9999999999999999}
0.7,0.08,0.05,,856.8428850693208,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.1955627025326253e-16}"
0.7,0.08,0.06,,863.8823541343139,"{'LIQUID#1': 1.0, 'MG2SI#1': 3.5211039572396876e-16}"
0.7,0.08,0.07,,869.3069770563999,{'LIQUID#1': 1.0}
0.7,0.08,0.08,,873.5423431286374,{'LIQUID#1': 0.9999999999999999}
0.7,0.08,0.09,,876.8671860085193,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.304597405623643e-15}"
0.7,0.09,0.01,,846.1898549072615,"{'FCC_A1#1': 4.113225288654197e-16, 'LIQUID#1': 1.0}"
0.7,0.09,0.02,,843.3006824060968,"{'FCC_A1#1': 2.167732335672846e-17, 'LIQUID#1': 0.9999999999999998}"
0.7,0.09,0.03,,845.9415128843402,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.2361619148692764e-16}"
0.7,0.09,0.04,,859.4593460675945,"{'LIQUID#1': 0.9999999999999999, 'MG2SI#1': 1.822399243472095e-16}"
0.7,0.09,0.05,,869.2929413198143,"{'LIQUID#1': 1.0, 'MG2SI#1': 7.934978389814602e-17}"
0.7,0.09,0.06,,876.747945395326,"{'LIQUID#1': 1.0, 'MG2SI#1': 1.3120384337885329e-15}"
0.7,0.09,0.07,,882.540157865978,{'LIQUID#1': 1.0}
0.7,0.09,0.08,,887.1058910183656,"{'LIQUID#1': 1.0, 'MG2SI#1': 2.342868210481696e-16}"
0.7,0.09,0.09,,890.7311263725466,{'LIQUID#1': 1.0000000000000002}
0.71,0.01,0.01,,872.9321603264696,"{'FCC_A1#1': 1.6763869690382188e-16, 'LIQUID#1': 1.0}"
0.71,0.01,0.02,,866.9327490312987,"{'FCC_A1#1': 6.042118948058441e-17, 'LIQUID#1': 1.0}"
0.71,0.01,0.03,,860.961774762079,{'LIQUID#1': 1.0000000000000002}
0.71,0.01,0.04,,855.0117496576819,{'LIQUID#1': 0.9999999999999999}
0.71,0.01,0.05,,849.0762901236742,{'LIQUID#1': 1.0000000000000002}
0.71,0.01,0.06,,843.1500212106251,{'LIQUID#1': 0.9999999999999999}
0.71,0.01,0.07,,837.2284898741633,{'LIQUID#1': 1.0}
0.71,0.01,0.08,,831.3080851896974,"{'FCC_A1#1': 1.3511079169897663e-16, 'LIQUID#1': 1.0}"
0.71,0.01,0.09,,825.3859644551864,{'LIQUID#1': 0.9999999999999999}
0.71,0.02,0.01,,870.1986984842173,{'LIQUID#1': 1.0}
0.71,0.02,0.02,,864.6010776386788,{'LIQUID#1': 1.0}
0.71,0.02,0.03,,859.0170910459409,{'LIQUID#1': 1.0}
0.71,0.02,0.04,,853.440271715255,"{'FCC_A1#1': 3.8284698936732034e-16, 'LIQUID#1': 1.0}"
0.71,0.02,0.05,,847.8652300653288,{'LIQUID#1': 0.9999999999999999}
0.71,0.02,0.06,,842.2875514883536,"{'FCC_A1#1': 1.014208457808781e-16, 'LIQUID#1': 1.0}"
0.71,0.02,0.07,,836.7037036155434,"{'FCC_A1#1': 2.24538875775118e-16, 'LIQUID#1': 1.0}"
0.71,0.02,0.08,,831.110951802791,"{'FCC_A1#1': 4.699060737015819e-16, 'LIQUID#1': 0.9999999999999999}"
0.71,0.02,0.09,,825.5072816606288,"{'FCC_A1#1': 1.8489478356612058e-16, 'LIQUID#1': 1.0}"
0.71,0.03,0.01,,867.3618850820922,{'LIQUID#1': 1.0}
0.71,0.03,0.02,,862.1660080016063,{'LIQUID#1': 1.0}
0.71,0.03,0.03,,856.9690247356867,"{'FCC_A1#1': 5.100427450993116e-16, 'LIQUID#1': 1.0}"
0.71,0.03,0.04,,851.7653739681937,"{'FCC_A1#1': 4.378867618315829e-16, 'LIQUID#1': 1.0}"
0.71,0.03,0.05,,846.5505579705052,{'LIQUID#1': 1.0}
0.71,0.03,0.06,,841.3210317276706,"{'FCC_A1#1': 7.276380032855917e-17, 'LIQUID#1': 1.0}"
0.71,0.03,0.07,,836.074103412133,{'LIQUID#1': 1.0}
0.71,0.03,0.08,,830.8078445823191,{'LIQUID#1': 1.0}
0.71,0.03,0.09,,825.5210087226417,"{'FCC_A1#1': 5.338779268790748e-16, 'LIQUID#1': 1.0}"
0.71,0.04,0.01,,864.4197216301411,{'LIQUID#1': 1.0000000000000002}
0.71,0.04,0.02,,859.6245195483555,"{'FCC_A1#1': 4.204297105068105e-16, 'LIQUID#1': 0.9999999999999999}"
0.71,0.04,0.03,,854.813622457227,{'LIQUID#1': 1.0}
0.71,0.04,0.04,,849.9822698069576,{'LIQUID#1': 0.9999999999999999}
0.71,0.04,0.05,,845.1267619113468,{'LIQUID#1': 1.0}
0.71,0.04,0.06,,840.2443396752852,"{'FCC_A1#1': 3.589615653091965e-16, 'LIQUID#1': 1.0}"
0.71,0.04,0.07,,835.3330776343317,"{'FCC_A1#1': 2.4033941287831386e-16, 'LIQUID#1': 1.0}"
0.71,0.04,0.08,,830.3917883143669,{'LIQUID#1': 1.0}
0.71,0.04,0.09,,825.4199362326872,"{'FCC_A1#1': 5.430105112370068e-16, 'LIQUID#1': 1.0}"
0.71,0.05,0.01,,861.3716784652605,{'LIQUID#1': 1.0}
0.71,0.05,0.02,,856.9751693655436,"{'FCC_A1#1': 3.187127435999045e-16, 'LIQUID#1': 1.0}"
0.71,0.05,0.03,,852.548605662525,"{'FCC_A1#1': 7.834719981177808e-17, 'LIQUID#1': 1.0}"
0.71,0.05,0.04,,848.0879307766915,"{'FCC_A1#1': 1.5906179690694042e-16, 'LIQUID#1': 0.9999999999999999}"
0.71,0.05,0.05,,843.5901561824741,{'LIQUID#1': 1.0}
0.71,0.05,0.06,,839.0532309800276,"{'FCC_A1#1': 4.3224983837388187e-16, 'LIQUID#1': 1.0}"
0.71,0.05,0.07,,834.4759268214452,{'LIQUID#1': 1.0}
0.71,0.05,0.08,,829.8577358650816,"{'FCC_A1#1': 3.690655178055037e-16, 'LIQUID#1': 1.0}"
0.71,0.05,0.09,,825.1987798438873,"{'FCC_A1#1': 4.881230433397821e-17, 'LIQUID#1': 1.0}"
0.71,0.06,0.01,,858.2183678668846,"{'FCC_A1#1': 2.475638012733616e-16, 'LIQUID#1': 0.9999999999999999}"
0.71,0.06,0.02,,854.2177505819378,"{'FCC_A1#1': 7.415734409310474e-17, 'LIQUID#1': 0.9999999999999999}"
0.71,0.06,0.03,,850.1730154304392,{'LIQUID#1': 0.9999999999999999}
0.71,0.06,0.04,,846.0807197892688,"{'FCC_A1#1': 4.21052525601172e-16, 'LIQUID#1': 1.0}"
0.71,0.06,0.05,,841.9385053062525,"{'FCC_A1#1': 9.311665279201608e-17, 'LIQUID#1': 0.9999999999999998}"
